Rk,Year,Tm,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
29,1988,Oakland Athletics,AL West,162,104,58,0,0.642,0.615,1st of 7,,Lost WS (4-1),800,620,2287335,28.0,28.8,35,15,J.Canseco (7.2),T.La Russa (104-58),Oakland Athletics
30,1987,Oakland Athletics,AL West,162,81,81,0,0.5,0.51,3rd of 7,4.0,,806,789,1678921,27.7,28.1,45,22,C.Lansford (5.2),T.La Russa (81-81),Oakland Athletics
31,1986,Oakland Athletics,AL West,162,76,86,0,0.469,0.482,3rd of 7,16.0,,731,760,1314646,28.5,27.3,44,21,T.Phillips (4.4),"J.Moore (29-44), J.Newman (2-8) and T.La Russa (45-34)",Oakland Athletics
32,1985,Oakland Athletics,AL West,162,77,85,0,0.475,0.482,4th of 7,14.0,,757,787,1334599,29.5,28.9,36,17,M.Davis (4.7),J.Moore (77-85),Oakland Athletics
33,1984,Oakland Athletics,AL West,162,77,85,0,0.475,0.465,4th of 7,7.0,,738,796,1353281,29.8,27.5,37,20,R.Henderson (6.0),S.Boros (20-24) and J.Moore (57-61),Oakland Athletics
34,1983,Oakland Athletics,AL West,162,74,88,0,0.457,0.455,4th of 7,25.0,,708,782,1294941,28.1,26.9,43,22,R.Henderson (6.9),S.Boros (74-88),Oakland Athletics
35,1982,Oakland Athletics,AL West,162,68,94,0,0.42,0.423,5th of 7,25.0,,691,819,1735489,29.4,26.9,43,17,R.Henderson (6.7),B.Martin (68-94),Oakland Athletics
36,1981,Oakland Athletics,AL West,109,64,45,0,0.587,0.558,1st of 7,,Lost ALCS (3-0),458,403,1304052,27.7,26.5,41,14,R.Henderson (6.6),B.Martin (64-45),Oakland Athletics
37,1980,Oakland Athletics,AL West,162,83,79,0,0.512,0.53,2nd of 7,14.0,,686,642,842259,26.5,25.6,34,15,R.Henderson (8.8),B.Martin (83-79),Oakland Athletics
38,1979,Oakland Athletics,AL West,162,54,108,0,0.333,0.322,7th of 7,34.0,,573,860,306763,26.2,25.3,33,13,R.Langford (4.1),J.Marshall (54-108),Oakland Athletics
39,1978,Oakland Athletics,AL West,162,69,93,0,0.426,0.383,6th of 7,23.0,,532,690,526999,26.3,25.3,46,15,M.Keough (3.0),B.Winkles (24-15) and J.McKeon (45-78),Oakland Athletics
40,1977,Oakland Athletics,AL West,161,63,98,0,0.391,0.404,7th of 7,38.5,,605,749,495599,27.3,27.1,40,19,M.Page (6.0),J.McKeon (26-27) and B.Winkles (37-71),Oakland Athletics
41,1976,Oakland Athletics,AL West,161,87,74,0,0.54,0.562,2nd of 6,2.5,,686,598,780593,29.5,27.9,38,12,V.Blue (7.7),C.Tanner (87-74),Oakland Athletics
42,1975,Oakland Athletics,AL West,162,98,64,0,0.605,0.601,1st of 6,,Lost ALCS (3-0),758,606,1075518,28.9,29.1,42,14,R.Jackson (6.7),A.Dark (98-64),Oakland Athletics
43,1974,Oakland Athletics,AL West,162,90,72,0,0.556,0.601,1st of 6,,Won WS (4-1),689,551,845693,28.6,27.1,37,11,C.Hunter (6.9),A.Dark (90-72),Oakland Athletics
44,1973,Oakland Athletics,AL West,162,94,68,0,0.58,0.594,1st of 6,,Won WS (4-3),758,615,1000763,28.4,26.8,40,12,R.Jackson (7.8),D.Williams (94-68),Oakland Athletics
45,1972,Oakland Athletics,AL West,155,93,62,0,0.6,0.625,1st of 6,,Won WS (4-3),604,457,921323,27.7,27.0,47,15,J.Rudi (6.1),D.Williams (93-62),Oakland Athletics
46,1971,Oakland Athletics,AL West,161,101,60,0,0.627,0.592,1st of 6,,Lost ALCS (3-0),691,564,914993,26.8,26.5,40,16,V.Blue (8.6),D.Williams (101-60),Oakland Athletics
47,1970,Oakland Athletics,AL West,162,89,73,0,0.549,0.561,2nd of 6,9.0,,678,593,778355,27.7,27.2,39,16,S.Bando (6.1),J.McNamara (89-73),Oakland Athletics
48,1969,Oakland Athletics,AL West,162,88,74,0,0.543,0.54,2nd of 6,9.0,,740,678,778232,26.2,24.3,40,15,R.Jackson (9.2),H.Bauer (80-69) and J.McNamara (8-5),Oakland Athletics
49,1968,Oakland Athletics,AL,163,82,80,1,0.506,0.521,6th of 10,21.0,,569,544,837466,24.8,24.0,34,14,B.Campaneris (6.6),B.Kennedy (82-80),Oakland Athletics
50,1967,Kansas City Athletics,AL,161,62,99,0,0.385,0.403,10th of 10,29.5,,533,660,726639,24.8,23.6,39,16,C.Hunter (5.3),A.Dark (52-69) and L.Appling (10-30),Oakland Athletics
51,1966,Kansas City Athletics,AL,160,74,86,0,0.463,0.437,7th of 10,23.0,,564,648,773929,25.5,24.5,49,23,J.Aker (4.6),A.Dark (74-86),Oakland Athletics
52,1965,Kansas City Athletics,AL,162,59,103,0,0.364,0.385,10th of 10,43.0,,585,755,528344,25.9,26.5,44,24,E.Charles (3.3),M.McGaha (5-21) and H.Sullivan (54-82),Oakland Athletics
53,1964,Kansas City Athletics,AL,163,57,105,1,0.352,0.367,10th of 10,42.0,,621,836,642478,26.5,26.6,40,18,W.Stock (4.2),E.Lopat (17-35) and M.McGaha (40-70),Oakland Athletics
54,1963,Kansas City Athletics,AL,162,73,89,0,0.451,0.438,8th of 10,31.5,,615,704,762364,28.2,27.4,43,19,M.Drabowsky (4.6),E.Lopat (73-89),Oakland Athletics
55,1962,Kansas City Athletics,AL,162,72,90,0,0.444,0.447,9th of 10,24.0,,745,837,635675,27.2,26.7,45,22,N.Siebern (5.5),H.Bauer (72-90),Oakland Athletics
56,1961,Kansas City Athletics,AL,162,61,100,1,0.379,0.395,9th of 10,47.5,,683,863,683817,27.3,26.8,52,22,J.Archer (3.1),J.Gordon (26-33) and H.Bauer (35-67),Oakland Athletics
57,1960,Kansas City Athletics,AL,155,58,96,1,0.377,0.407,8th of 8,39.0,,615,756,774944,28.3,28.6,41,18,R.Herbert (6.0),B.Elliott (58-96),Oakland Athletics
58,1959,Kansas City Athletics,AL,154,66,88,0,0.429,0.45,7th of 8,28.0,,681,760,963683,28.6,28.6,43,20,B.Daley (5.0),H.Craft (66-88),Oakland Athletics
59,1958,Kansas City Athletics,AL,156,73,81,2,0.474,0.452,7th of 8,19.0,,642,713,925090,28.4,28.9,42,20,B.Cerv (6.3),H.Craft (73-81),Oakland Athletics
60,1957,Kansas City Athletics,AL,154,59,94,1,0.386,0.395,7th of 8,38.5,,563,710,901067,28.8,28.8,38,20,W.Held (2.9),L.Boudreau (36-67) and H.Craft (23-27),Oakland Athletics
61,1956,Kansas City Athletics,AL,154,52,102,0,0.338,0.368,8th of 8,45.0,,619,831,1015154,28.7,28.7,44,21,W.Burnette (2.6),L.Boudreau (52-102),Oakland Athletics
62,1955,Kansas City Athletics,AL,155,63,91,1,0.409,0.343,6th of 8,33.0,,638,911,1393054,28.7,28.1,52,27,V.Power (3.6),L.Boudreau (63-91),Oakland Athletics
63,1954,Philadelphia Athletics,AL,156,51,103,2,0.331,0.294,8th of 8,60.0,,542,875,304666,28.4,27.7,38,20,A.Portocarrero (3.1),E.Joost (51-103),Oakland Athletics
64,1953,Philadelphia Athletics,AL,157,59,95,3,0.383,0.394,7th of 8,41.5,,632,799,362113,30.2,28.9,36,16,A.Kellner (3.6),J.Dykes (59-95),Oakland Athletics
65,1952,Philadelphia Athletics,AL,155,79,75,1,0.513,0.461,4th of 8,16.0,,664,723,627100,31.0,28.6,35,16,B.Shantz (9.6),J.Dykes (79-75),Oakland Athletics
66,1951,Philadelphia Athletics,AL,154,70,84,0,0.455,0.494,6th of 8,28.0,,736,745,465469,31.0,27.8,34,13,E.Joost (6.0),J.Dykes (70-84),Oakland Athletics
67,1950,Philadelphia Athletics,AL,154,52,102,0,0.338,0.362,8th of 8,46.0,,670,913,309805,31.2,26.8,33,14,F.Fain (3.3),C.Mack (52-102),Oakland Athletics
68,1949,Philadelphia Athletics,AL,154,81,73,0,0.526,0.501,5th of 8,16.0,,726,725,816514,30.6,25.2,28,11,E.Joost (6.9),C.Mack (81-73),Oakland Athletics
69,1948,Philadelphia Athletics,AL,154,84,70,0,0.545,0.496,4th of 8,12.5,,729,735,945076,30.0,26.4,31,12,C.Scheib (4.2),C.Mack (84-70),Oakland Athletics
70,1947,Philadelphia Athletics,AL,156,78,76,2,0.506,0.514,5th of 8,19.0,,633,614,911566,29.8,27.9,31,10,D.Fowler (4.4),C.Mack (78-76),Oakland Athletics
71,1946,Philadelphia Athletics,AL,155,49,105,1,0.318,0.387,8th of 8,55.0,,529,680,621793,29.9,28.3,41,18,J.Flores (4.5),C.Mack (49-105),Oakland Athletics
72,1945,Philadelphia Athletics,AL,153,52,98,3,0.347,0.385,8th of 8,34.5,,494,638,462631,29.0,30.2,37,14,B.Estalella (4.1),C.Mack (52-98),Oakland Athletics
73,1944,Philadelphia Athletics,AL,155,72,82,1,0.468,0.444,5th of 8,17.0,,525,594,505322,29.0,31.5,35,11,B.Newsom (3.8),C.Mack (72-82),Oakland Athletics
74,1943,Philadelphia Athletics,AL,155,49,105,1,0.318,0.338,8th of 8,49.0,,497,717,376735,29.1,28.0,44,18,J.Flores (4.5),C.Mack (49-105),Oakland Athletics
75,1942,Philadelphia Athletics,AL,154,55,99,0,0.357,0.334,8th of 8,48.0,,549,801,423487,28.7,27.4,38,16,B.Johnson (3.8),C.Mack (55-99),Oakland Athletics
76,1941,Philadelphia Athletics,AL,154,64,90,0,0.416,0.426,8th of 8,37.0,,713,840,528894,27.0,28.6,40,19,S.Chapman (5.0),C.Mack (64-90),Oakland Athletics
77,1940,Philadelphia Athletics,AL,154,54,100,0,0.351,0.374,8th of 8,36.0,,703,932,432145,26.9,27.6,34,13,J.Babich (4.0),C.Mack (54-100),Oakland Athletics
78,1939,Philadelphia Athletics,AL,153,55,97,1,0.362,0.34,7th of 8,51.5,,711,1022,395022,26.5,28.0,39,18,B.Johnson (6.5),C.Mack (25-37) and E.Mack (30-60),Oakland Athletics
79,1938,Philadelphia Athletics,AL,154,53,99,2,0.349,0.377,8th of 8,46.0,,726,956,385357,26.6,27.0,35,13,G.Caster (5.0),C.Mack (53-99),Oakland Athletics
80,1937,Philadelphia Athletics,AL,154,54,97,3,0.358,0.409,7th of 8,46.5,,699,854,430738,27.0,26.2,33,13,B.Johnson (5.4),C.Mack (39-80) and E.Mack (15-17),Oakland Athletics
81,1936,Philadelphia Athletics,AL,154,53,100,1,0.346,0.332,8th of 8,49.0,,714,1045,285173,25.7,25.6,39,19,H.Kelley (5.8),C.Mack (53-100),Oakland Athletics
82,1935,Philadelphia Athletics,AL,149,58,91,0,0.389,0.409,8th of 8,34.0,,710,869,233173,27.1,25.7,39,19,J.Foxx (8.3),C.Mack (58-91),Oakland Athletics
83,1934,Philadelphia Athletics,AL,153,68,82,3,0.453,0.458,5th of 8,31.0,,764,838,305847,27.0,25.3,30,15,J.Foxx (8.9),C.Mack (68-82),Oakland Athletics
84,1933,Philadelphia Athletics,AL,152,79,72,1,0.523,0.512,3rd of 8,19.5,,875,853,297138,27.3,29.3,31,16,J.Foxx (9.2),C.Mack (79-72),Oakland Athletics
85,1932,Philadelphia Athletics,AL,154,94,60,0,0.61,0.619,2nd of 8,13.0,,981,752,405500,29.0,30.1,30,12,J.Foxx (10.5),C.Mack (94-60),Oakland Athletics
86,1931,Philadelphia Athletics,AL,153,107,45,1,0.704,0.64,1st of 8,,Lost WS (4-3),858,626,627464,28.9,30.2,27,11,L.Grove (9.7),C.Mack (107-45),Oakland Athletics
87,1930,Philadelphia Athletics,AL,154,102,52,0,0.662,0.606,1st of 8,,Won WS (4-2),951,751,721663,28.7,30.9,30,11,L.Grove (9.4),C.Mack (102-52),Oakland Athletics
88,1929,Philadelphia Athletics,AL,151,104,46,1,0.693,0.668,1st of 8,,Won WS (4-1),901,615,839176,28.7,31.3,32,10,A.Simmons (7.9),C.Mack (104-46),Oakland Athletics
89,1928,Philadelphia Athletics,AL,153,98,55,0,0.641,0.633,2nd of 8,2.5,,829,615,689756,29.5,31.9,29,13,L.Grove (7.0),C.Mack (98-55),Oakland Athletics
90,1927,Philadelphia Athletics,AL,155,91,63,1,0.591,0.567,2nd of 8,19.0,,841,726,605529,30.4,31.3,34,15,A.Simmons (5.8),C.Mack (91-63),Oakland Athletics
91,1926,Philadelphia Athletics,AL,150,83,67,0,0.553,0.578,3rd of 8,6.0,,677,570,714508,27.5,30.1,31,11,L.Grove (6.5),C.Mack (83-67),Oakland Athletics
92,1925,Philadelphia Athletics,AL,153,88,64,1,0.579,0.57,2nd of 8,8.5,,831,713,869703,27.0,28.1,33,12,A.Simmons (6.5),C.Mack (88-64),Oakland Athletics
93,1924,Philadelphia Athletics,AL,152,71,81,0,0.467,0.442,5th of 8,20.0,,685,778,531992,26.4,25.9,30,12,S.Baumgartner (5.1),C.Mack (71-81),Oakland Athletics
94,1923,Philadelphia Athletics,AL,153,69,83,1,0.454,0.436,6th of 8,29.0,,661,761,534122,25.7,25.7,33,16,E.Rommel (5.6),C.Mack (69-83),Oakland Athletics
95,1922,Philadelphia Athletics,AL,155,65,89,1,0.422,0.426,7th of 8,29.0,,705,830,425356,26.8,24.9,31,14,E.Rommel (7.1),C.Mack (65-89),Oakland Athletics
96,1921,Philadelphia Athletics,AL,155,53,100,2,0.346,0.363,8th of 8,45.0,,657,894,344430,24.9,24.3,36,15,E.Rommel (5.2),C.Mack (53-100),Oakland Athletics
97,1920,Philadelphia Athletics,AL,156,48,106,2,0.312,0.324,8th of 8,50.0,,558,834,287888,24.7,25.1,38,15,E.Rommel (5.9),C.Mack (48-106),Oakland Athletics
98,1919,Philadelphia Athletics,AL,140,36,104,0,0.257,0.292,8th of 8,52.0,,457,742,225209,25.4,25.7,49,23,W.Kinney (2.9),C.Mack (36-104),Oakland Athletics
